"篇名","条","見出し","山海経訳","現行地","距離補正","音韻データ","アイヌ語解釈","出典"
"海内西経","東胡、大沢","東胡","「東胡は大沢の東にあり」","大沢（山西省代県雁門山の北）の東。","","上古音：「東」t uŋ／t ɔŋ／t ûŋ／t ewŋ／t ung
上古音：「胡」ɡʰ o／ɣ a／ɣ ɑɡ／ɡ aɣ／g ag","アイヌ語：東胡＝「テュン(tun)・キル(kir)・アク(ak)」＝「間の・山脚の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内西経","東胡、大沢","大沢","「東胡は大沢の東にあり」","大沢（山西省代県雁門山の北）の東。","","上古音：「大」tʰ ɑd, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「澤」dʰ ăk／d eak／dʰ ăk／d rak／d rak","アイヌ語：大沢＝「テュ(tu)・アッ(at)・テュ(tu)・アク(ak)」＝「峰が・たくさんある・峰の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内西経","夷人","夷人","「夷人は東胡の東にあり」","東胡の東（山西省代県雁門山の北東）。","","上古音：「夷」d i̯ər／ʎ ǐei／d jed／r ier／r id
上古音：「人」ȵ i̯ĕn／ȵ ǐen／ȵ jen／n jien／n jin","アイヌ語：夷人＝「テュ(tu)・アッ(at)・ニ(ni)・エ(e)・エン(en)」＝「峰が・たくさんある・棒（のように細長いもの）が・そこで・突き出ている（ところ）」","jomon2_bnum68.html"
"海内西経","貊国","貊","「貊国は漢水の東北にあり、地は燕に近く、（燕）がこれを滅ぼす」","漢水の東北。","","上古音：「貊」m ăk／m eak／m uăk／m rwak／m rak","アイヌ語：貊＝「ム(mu)・アク(ak)」＝「ふさがっている・弟（のように小さい峰）」","jomon2_bnum68.html"
"海内西経","貊国","漢水","「貊国は漢水の東北にあり、地は燕に近く、（燕）がこれを滅ぼす」","漢水の東北。","","上古音：「漢」x ɑn／h an／x ɑn／x an／h anh
上古音：「水」ɕ i̯wər／ɕ ǐwei／ç jued／stʰ jiwer／h rjidx","アイヌ語：漢水＝「シル(sir)・アゥ(aw)・ウン(un)・シル(sir)・アッ(at)」＝「山の・角、枝分かれ・にある・山が・たくさんある（ところ）」","jomon2_bnum68.html"
"海内西経","孟鳥","孟鳥","「孟鳥は貊国の東北にあり、その鳥は文あり。赤・黄・青、東を向いている」","貊国の東北。","","上古音：「孟」m ăk／m eak／m uăk／m rwak／m rak
上古音：「鳥」t -／t iu／t ioɡ／t eəw／t iəgwx","アイヌ語：孟鳥＝「ム(mu)・アク(ak)・テュ(tu)・アク(ak)」＝「ふさがっている・弟（のように小さいもの）・峰の・弟」","jomon2_bnum68.html"
"海内西経","孟鳥","貊","「孟鳥は貊国の東北にあり、その鳥は文あり。赤・黄・青、東を向いている」","貊国の東北。","","","アイヌ語：貊＝「ム(mu)・アク(ak)」＝「ふさがっている・弟（のように小さい峰）」","jomon2_bnum68.html"
"海内西経","開明獣","昆侖","「海内の昆侖の虚は西北にあり、帝の下界の都。昆侖の虚は方八百里、高さ一万仞（じん）。上に木禾（もくか：穀物の一種）あり、長さ五尋、大きさ五つ囲、面に九つの井戸があり、玉で檻（らんかん）をつくる。上に九つの門があり、文字は開明獣がいて、これを守る。＜中略＞","孟鳥の東北。","","上古音：「昆」k wən／k uən／k uə̂n／k wən／kw ən
上古音：「侖」l i̯wən／l ǐwən／l juən／l iwən／l jən","アイヌ語：昆侖＝「ク(ku)・アゥ(aw)・ウン(un)・レル(rer)・アゥ(aw)・ウン(un)」＝「矢の（ように鋭い）・角、枝分かれ・にある（ところ）・山陰、山向こうの・角、枝分かれ・にある（ところ）」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"海内西経","開明獣","開明獣","「海内の昆侖の虚は西北にあり、帝の下界の都。昆侖の虚は方八百里、高さ一万仞（じん）。上に木禾（もくか：穀物の一種）あり、長さ五尋、大きさ五つ囲、面に九つの井戸があり、玉で檻（らんかん）をつくる。上に九つの門があり、文字は開明獣がいて、これを守る。＜中略＞","孟鳥の東北。","","上古音：「開」kʰ ər／kʰ əi／kʰ ə̂d／kʰ ər／kh əd
上古音：「明」m i̯ăŋ／m iaŋ／m juăŋ／m iwaŋ／m jiang
上古音：「獸」ɕ -／ɕ ǐu／ç jŏɡ／stʰ jəw／h rjəgwh","アイヌ語：開明獣＝「ク(ku)・アッ(at)・ムィ(muy)・アゥ(aw)・ウン(un)・シル(sir)・アク(ak)」＝「矢（のように鋭い峰）が・たくさんある・頂の・角、枝分かれ・にある・山の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内西経","鳳凰、鸞鳥","鳳凰","「開明の西に鳳凰、鸞鳥がいて、みな蛇を頭にいただき、足には蛇をふみ、胸には赤い蛇をもって守っている」","開明の西。","","上古音：「鳳」bʰ i̯ŭm／b ǐwəm／- -／b jwəm／- -
上古音：「凰」ɡʰ wɑŋ／ɣ uaŋ／- -／ɡ waŋ／- -","アイヌ語：鳳凰＝「ピル(pir)・アム(am)・キル(kir)・アゥ(aw)・ウン(un)」＝「傷の（ように切り刻まれた）・爪の（ように平べったく鋭い）・山脚の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内西経","鳳凰、鸞鳥","鸞鳥","「開明の西に鳳凰、鸞鳥がいて、みな蛇を頭にいただき、足には蛇をふみ、胸には赤い蛇をもって守っている」","開明の西。","","上古音：「鸞」bl wɑn／l uan／l uɑn／l wan／bl an
上古音：「鳥」t -／t iu／t ioɡ／t eəw／t iəgwx","アイヌ語：鸞鳥＝「ル(ru)・アゥ(aw)・ウン(un)・テュ(tu)・アク(ak)」＝「消えかかっている・角、枝分かれ・にある・峰の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","巫彭","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag
上古音：「彭」bʰ ăŋ／b eaŋ／bʰ uăŋ／b rwaŋ／b rang","アイヌ語：巫彭＝「ムィ(muy)・アク(ak)・プ(pu)・アゥ(aw)・ウン(un)」＝「頂の・弟の（ように小さい）・倉の（屋根のような三角山の）・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","巫抵","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag
上古音：「抵」t iər／t iei／t ied／t er／t idx","アイヌ語：巫抵＝「ムィ(muy)・アク(ak)・テュ(tu)・アッ(at)」＝「頂の・弟の（ように小さい）・峰が・たくさんある（ところ）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","巫陽","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag
上古音：「陽」d i̯aŋ／ʎ ǐaŋ／d jaŋ／r iaŋ／r ang","アイヌ語：巫陽
＝「ムィ(muy)・アク(ak)・テュ(tu)・アゥ(aw)・ウン(un)」＝「頂の・弟の（ように小さい）・峰の・角、枝分かれ・にある（ところ）」
or「ムィ(muy)・アク(ak)・リ(ri)・アゥ(aw)・ウン(un)」＝「頂の・弟の（ように小さい）・高い・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","巫履","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag
上古音：「履」l i̯ər／l ǐei／l jed／l ier／l jidx","アイヌ語：巫履＝「ムィ(muy)・アク(ak)・リ(ri)・アッ(at)」＝「頂の・弟の（ように小さい）・高い（ところが）・たくさんある（ところ）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","巫凡","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag
上古音：「凡」bʰ i̯wăm／b ǐwəm／bʰ juăm／b jwam／b jam","アイヌ語：巫凡＝「ムィ(muy)・アク(ak)・ピル(pir)・アム(am)」＝「頂の・弟の（ように小さい）・傷の（ように切り刻まれた）・爪（のように平べったく鋭い峰）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","巫相","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag
上古音：「相」s i̯aŋ／s ǐaŋ／s jaŋ／s jaŋ／s jangh","アイヌ語：巫相＝「ムィ(muy)・アク(ak)・シル(sir)・アゥ(aw)・ウン(un)」＝「頂の・弟の（ように小さい）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","窫窳","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「窫」 kʰi̯ăt
上古音：「窳」- -／ʎ ǐwa／ɡ juaɡ／ɣr iwaɣ／gw／rjagx","アイヌ語：窫窳
＝「イ(i)・アッ(at)・キル(kir)・アク(ak)」＝「それが・たくさんある・山脚の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","服常樹","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「服」bʰ i̯ŭk／- -／bʰ juə̆k／b jwək／b jək
上古音：「常」ȡ i̯aŋ／ʑ ǐaŋ／ʑ jaŋ／d jaŋ／d jang
上古音：「樹」ȡ i̯u／ʑ ǐwɔ／ʑ juɡ／d jew／d jugh","アイヌ語：服常樹＝「ピル(pir)・アク(ak)・テュ(tu)・アゥ(aw)・ウン(un)・テュク(tuk)」＝「傷の（ように切り刻まれた）・弟の（ように小さい）・峰の・角、枝分かれ・にある・小山」","jomon2_bnum68.html"
"海内西経","巫彭、巫抵、巫陽、巫履、巫凡、巫相、服常樹、琅玕樹","琅玕樹","「開明の東には巫彭、巫抵、巫陽、巫履、巫凡、巫相がいて、窫窳（あつゆ）の尸をかこみ、みな父子の薬をもって、死期がせまるのふせいでいる。窫窳は蛇身人面、弐負の臣が殺したもの。服常樹があり、その上に三つの頭の人がいて、琅玕樹をねらっている」","開明の東。","","上古音：「琅」l ɑŋ／l aŋ／l ɑŋ／l aŋ／l ang
上古音：「玕」k ɑn／k an／k ɑn／k an／k an
上古音：「樹」ȡ i̯u／ʑ ǐwɔ／ʑ juɡ／d jew／d jugh","アイヌ語：琅玕樹
＝「ラン(ran)・ク(ku)・アゥ(aw)・ウン(un)・テュク(tuk)」＝「上から下に下る・矢の（ように鋭い峰の）・角、枝分かれ・にある・小山」
or「ル(ru)・アゥ(aw)・ウン(un)・ク(ku)・アゥ(aw)・ウン(un)・テュク(tuk)」＝「消えかかった（峰の）・角、枝分かれ・にある（ところ）・矢の（ように鋭い峰の）・角、枝分かれ・にある・小山」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"海内北経","蛇巫山、西王母、昆侖虚","蛇巫","（西山経）「さらに西へ三百五十里、玉山といい、ここは西王母の住むところ。西王母はその状、人のようで豹の尾、虎の歯でよく嘯（うそぶ）き、おとろの髪に玉の勝（かんざし）をのせ、天の厲（わざわい）と五残（五種類の刑罰）を司る」","","","上古音：「蛇」d ia／ʎ ǐai／d ja／r ia／r ar
上古音：「蛇」- -／- -／tʰ ɑ／tʰ a／th ar
上古音：「蛇」ʰ ia／ȡ iai／- -／- -／d jar
上古音：「巫」m i̯wo／m ǐwa／m juaɡ／m jwaɣ／m jag","アイヌ語：蛇巫＝「テュ(tu)・アゥ(aw)・ムィ(muy)・アク(ak)」＝「峰の・角、枝分かれの・頂の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内北経","蛇巫山、西王母、昆侖虚","西王母","（西山経）「さらに西へ三百五十里、玉山といい、ここは西王母の住むところ。西王母はその状、人のようで豹の尾、虎の歯でよく嘯（うそぶ）き、おとろの髪に玉の勝（かんざし）をのせ、天の厲（わざわい）と五残（五種類の刑罰）を司る」","","","","アイヌ語：西王母＝「シル(sir)・アッ(at)・キル(kir)・アゥ(aw)・ウン(un)・ム(mu)・アク(ak)」＝「山が・たくさんある・山脚の・角、枝分かれ・にある・ふさがっている・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内北経","蛇巫山、西王母、昆侖虚","西母","（西山経）「さらに西へ三百五十里、玉山といい、ここは西王母の住むところ。西王母はその状、人のようで豹の尾、虎の歯でよく嘯（うそぶ）き、おとろの髪に玉の勝（かんざし）をのせ、天の厲（わざわい）と五残（五種類の刑罰）を司る」","","","上古音：「西」s iər／s iei／s ied／s er／s id
上古音：「王」ɡ i̯waŋ／ɣ ǐwaŋ／ɣ juaŋ／ɣ jwaŋ／gw jang
上古音：「母」m əɡ／m ə／m uə̩̂ɡ／m əɣ／m əgx","アイヌ語：西母＝「シル(sir)・アッ(at)・ム(mu)・アク(ak)」＝「山が・たくさんある・ふさがっている・弟（のように小さいもの）」※「西王母」殷墟の甲骨文字では「西母」","jomon2_bnum68.html"
"海内北経","蛇巫山、西王母、昆侖虚","昆侖虚","（西山経）「さらに西へ三百五十里、玉山といい、ここは西王母の住むところ。西王母はその状、人のようで豹の尾、虎の歯でよく嘯（うそぶ）き、おとろの髪に玉の勝（かんざし）をのせ、天の厲（わざわい）と五残（五種類の刑罰）を司る」","","","上古音：「昆」k wən／k uən／k uə̂n／k wən／kw ən
上古音：「侖」l i̯wən／l ǐwən／l juən／l iwən／l jən
上古音：「虛」kʰi̯wo／kʰĭo／kʰi̯o／kʰiɔ／kʰi̯aɡ","アイヌ語：昆侖虚＝「ク(ku)・アゥ(aw)・ウン(un)・レル(rer)・アゥ(aw)・ウン(un)・キル(kir)・アク(ak)」＝「矢の（ように鋭い）・角、枝分かれ・にある（ところ）・山陰、山向こうの・角、枝分かれ・にある・山脚の・弟（のように小さいもの）」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"海内北経","大行伯、犬封国、犬戎国、吉量","大行伯","「人あり、大行伯といい、戈をもつ。その東に犬封国あり、弐負の尸は大行伯の東にあり。犬封国は犬戎国ともいい、その状は犬のよう。ひとりの女子がいまし跪いて、酒食を進めている。文（あや）ある馬がいる。白い縞の身、朱い鬣（たてがみ）、目は黄金のよう。名は吉量。これに乗れば寿命千年という」","","","上古音：「大」tʰ ɑd, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「行」ɡʰ ɑŋ／ɣ aŋ／ɣ ɑŋ／ɡ aŋ／g angh
上古音：「行」ɡ ăŋ／ɣ eaŋ／ɣ ăŋ／ɡ raŋ／g rangh
上古音：「伯」p ăk／p eak／p uăk／p rwak／p rak","アイヌ語：大行伯＝「テュ(tu)・アッ(at)・キル(kir)・アゥ(aw)・ウン(un)・プ(pu)・アク(ak)」＝「峰が・たくさんある・山脚の・角、枝分かれ・にある・倉の（屋根のような三角山の）・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内北経","大行伯、犬封国、犬戎国、吉量","犬封","「人あり、大行伯といい、戈をもつ。その東に犬封国あり、弐負の尸は大行伯の東にあり。犬封国は犬戎国ともいい、その状は犬のよう。ひとりの女子がいまし跪いて、酒食を進めている。文（あや）ある馬がいる。白い縞の身、朱い鬣（たてがみ）、目は黄金のよう。名は吉量。これに乗れば寿命千年という」","","","上古音：「犬」kʰ iwən／kʰ iwan／kʰ iuæn／kʰ ewan／khw ianx
上古音：「封」p i̯uŋ／p ǐwɔŋ／p juŋ／p jewŋ／p jung","アイヌ語：犬封＝「キル(kir)・アゥ(aw)・ウン(un)・ピル(pir)・ウン(un)」＝「山脚の・角、枝分かれ・にある・傷（のように切り刻まれた峰）・にある（ところ）」","jomon2_bnum68.html"
"海内北経","大行伯、犬封国、犬戎国、吉量","犬戎","「人あり、大行伯といい、戈をもつ。その東に犬封国あり、弐負の尸は大行伯の東にあり。犬封国は犬戎国ともいい、その状は犬のよう。ひとりの女子がいまし跪いて、酒食を進めている。文（あや）ある馬がいる。白い縞の身、朱い鬣（たてがみ）、目は黄金のよう。名は吉量。これに乗れば寿命千年という」","","","上古音：「戎」ȵ -／ȵ ǐuŋ／ȵ joŋ／n jəwŋ／n jəngw","アイヌ語：犬戎＝「ニ(ni)・アゥ(aw)・ウン(un)」＝「棒の（ように細長い峰の）・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内北経","大行伯、犬封国、犬戎国、吉量","吉量","「人あり、大行伯といい、戈をもつ。その東に犬封国あり、弐負の尸は大行伯の東にあり。犬封国は犬戎国ともいい、その状は犬のよう。ひとりの女子がいまし跪いて、酒食を進めている。文（あや）ある馬がいる。白い縞の身、朱い鬣（たてがみ）、目は黄金のよう。名は吉量。これに乗れば寿命千年という」","","","上古音：「吉」k i̯ĕt／k ǐet／k jet／k jiet／k jit
上古音：「量」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang","アイヌ語：吉量＝「キル(kir)・アッ(at)・リ(ri)・アゥ(aw)・ウン(un)」＝「山脚が・たくさんある・高い・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内北経","鬼国、蜪犬、窮奇","鬼（国）","「鬼国は弐負の尸の北にあり、この物は、人面にして一つの目。蜪（とう）犬は犬の如くで青色。人を食い、首から（食い）はじめる。窮奇は状は虎の如く、翼があり、人を食うに首からはじめる。食われるものは神を振りみだしている。蜪犬の北にあり」","","","上古音：「鬼」k i̯wər／k ǐwəi／k juə̆d／k jiwər／kw jədx","アイヌ語：鬼（国）＝「キル(kir)・アッ(at)」＝「山が・たくさんある（ところ）」","jomon2_bnum68.html"
"海内北経","鬼国、蜪犬、窮奇","蜪犬","「鬼国は弐負の尸の北にあり、この物は、人面にして一つの目。蜪（とう）犬は犬の如くで青色。人を食い、首から（食い）はじめる。窮奇は状は虎の如く、翼があり、人を食うに首からはじめる。食われるものは神を振りみだしている。蜪犬の北にあり」","","","上古音：「蜪」- -／- -／ dʰ ôɡ／d əw／d əgw
上古音：「犬」kʰ iwən／kʰ iwan／kʰ iuæn／kʰ ewan／khw ianx","アイヌ語：蜪犬＝「テュ(tu)・アク(ak)・キル(kir)・アゥ(aw)・ウン(un)」＝「峰の・弟の（ように小さい）・山脚の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内北経","鬼国、蜪犬、窮奇","窮奇（国）","「鬼国は弐負の尸の北にあり、この物は、人面にして一つの目。蜪（とう）犬は犬の如くで青色。人を食い、首から（食い）はじめる。窮奇は状は虎の如く、翼があり、人を食うに首からはじめる。食われるものは神を振りみだしている。蜪犬の北にあり」","","","上古音：「窮」ɡʰ -／g ǐuŋ／ɡʰ joŋ／ɡ jəwŋ／g jəngw
上古音：「奇」ɡʰ ia／g ǐai／ɡʰ ja／ɡ ia／g jar
上古音：「奇」k ia／k ǐai／k ja／k ia／k jar","アイヌ語：窮奇（国）＝「キル(kir)・アゥ(aw)・ウン(un)・キル(kir)・アゥ(aw)」＝「山脚の・角、枝分かれ・にある・山脚の・角、枝分かれ」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","大蠭","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「大」tʰ ɑd／dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「蠭」- -／- -／pʰ juŋ／pʰ jewŋ／ph jung","アイヌ語：大蠭＝「テュ(tu)・アッ(at)・ピル(pir)・ウン(un)」＝「峰が・たくさんある・傷（のように切り刻まれたもの）・にある（ところ）」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","朱蛾","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「朱」ȶ i̯u／ȶ ǐwɔ／ȶ juɡ／t jew／t jug
上古音：「蛾」ŋ ɑ／ŋ ai／ŋ ɑ／ŋ a／ng ar
上古音：「蛾」ŋ ia／- -／ŋ ja／- -／ng jarx","アイヌ語：朱蛾＝「テュク(tuk)・キル(kir)・アゥ(aw)」＝「小山の・山脚の・角、枝分かれ」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","蟜","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「蟜」- -／- -／ɡʰ jɔ̆ɡ／- -／g jagw
上古音：「蟜」- -／- -／k jɔ̆ɡɡ／k iawɡ／k jagwx","アイヌ語：蟜＝「キル(kir)・アク(ak)」＝「山脚の・弟（のように小さいもの）」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","闒非","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「闒」- -／- -／dʰ ɑp／d ap／d ap
上古音：「非」p i̯wər／p ǐwəi／p juə̆d／p jiwər／p jəd","アイヌ語：闒非＝「テュ(tu)・アプ(ap)・ピル(pir)・アッ(at)」＝「峰の・釣り針の（ように曲がった）・傷（のように切り刻まれたもの）が・たくさんある（ところ）」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","拠比","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「據」k i̯waɡ／k ǐa／k jaɡ／k jaɣ／k jagh
上古音：「比」p i̯ər／p ǐei／p jed／p jier／p jidx
上古音：「比」bʰ i̯ər／b ǐei／bʰ jed／b jier／b jidh","アイヌ語：拠比＝「キル(kir)・アク(ak)・ピル(pir)・アッ(at)」＝「山脚の・弟の（ように小さい）・傷（のように切り刻まれたもの）が・たくさんある（ところ）」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","袜","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「襪」- -／m ǐwat ／- -／- -／- -","アイヌ語：袜＝「ムィ(muy)・アッ(at)」＝「頂が・たくさんある（ところ）」","jomon2_bnum68.html"
"海内北経","大蠭、朱蛾、蟜、闒非、拠比尸、環狗、祙、戎","戎","「大蠭、その状は蠭（はち）の如く、朱蛾はその状、蛾のよう。蟜はその人となり虎の文あり。脛にふくらはぎあり。窮奇の東にあり。闒非は人面で獣身、青色。拠比尸はその人となり、頸が折れ、神をふりみだし、片手なし。環狗はその人となり、獣の首に人の身。袜というものは人身で黒い首、従（たて）の目。戎はその人となり人の首で三つの角」","","","上古音：「戎」ȵ -／ȵ ǐuŋ／ȵ joŋ／n jəwŋ／n jəngw","アイヌ語：戎＝「ニ(ni)・アゥ(aw)・ウン(un)」＝「棒の（ように細長い）・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"海内東経","雷澤、雷神","雷","「雷澤の中に雷神あり、龍身で人頭、その腹をたたく。呉の西にあり」","山東省菏沢市鄄城県。","","上古音：「雷」l wər／l uəi／l uə̂d／l wər／l əd
上古音：「澤」dʰ ăk／d eak／dʰ ăk／d rak／d rak","アイヌ語：雷＝「ル(ru)・アッ(at)・テュ(tu)・アク(ak)」＝「消えかかった・たくさんある・峰の・弟（のように小さいもの）」","jomon2_bnum68.html"
