"州名","見出し","現行地","統一新羅地名","景徳王以前地名","三国史記編纂時地名","音韻データ","アイヌ語解釈","出典"
"良州","良州","梁山市","良州","歃良州","梁州","随唐音：「歃」ʂ ăp／ʃ ɐp／ʃ ɐp／ʂ æp／ṣ ăp／ʃ ɐp
随唐音：「良」l i̯aŋ／l ǐaŋ／l jɑŋ／l iɑŋ／l jang／l ǐɑŋ
随唐音：「梁」l i̯aŋ／ll ǐaŋ／ll jɑŋ／ll iɑŋ／ll jang／ll ǐɑŋ","アイヌ語：「歃良（州）」＝
「サプ・リ・アゥ・ウン(sap-ri-aw-un)」＝「山から浜に出る、前にある・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「良（州）」
＝
「リ・アゥ・ウン(ri-aw-un)」＝「高い・角、枝分かれ・にある（ところ）」
アイヌ語：「梁（州）」
＝
「リ・アゥ・ウン(ri-aw-un)」＝「高い・角、枝分かれ・にある（ところ）」","jomon2_bnum59.html"
"良州","𧖃陽県","蔚山広域市 蔚州郡 彦陽邑","𧖃陽県","居知火県","𧖃陽県","上古音：「居」k i̯o／k ǐa／k jaɡ／k jaɣ／k jag
上古音：「知」t i̯ĕɡ／t ǐe／t jeɡ／t ieɣ／t rig
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「蜟（𧖃の異体字）」j ǐuk／0 juk／0 iuk／ji uk／0 ǐok
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ","アイヌ語：「居知火（県）」
＝「キル・オ・テュ・エ・エン・ハィ(kir-o-tu-e-en-hay)」＝「山脚が・たくさんある・峰が・そこで・突き出ている・カジキマグロの顎（のような鋭く尖った峰）」
or「キル・アゥ・ウン・テュ・エ・エン・ハィ(kir-aw-un-tu-e-en-hay)」＝「山脚の・角、枝分かれ・にある・峰が・そこで・突き出ている・カジキマグロの顎（のような鋭く尖った峰）」
アイヌ語：「𧖃陽（県）」＝「イク・イ・アゥ・ウン(ik-i-aw-un)」＝「関節の（ように曲がった）・その・角、枝分かれ・にある（ところ）」※峰が曲がっている様子。","jomon2_bnum59.html"
"良州","金官小京","金海市","金海","金官／伽落国／伽耶","金州","上古音：「金」k i̯əm／k ǐəm／k jəm／k iəm／k jəm
上古音：「官」k wɑn／k uan／k uɑn／k wan／kw an
上古音：「伽」- -／- -／- -／- -／- -
上古音：「加」k a／k eai／k a／k ra／k rar
上古音：「落」ɡl ɑk／l ak／- -／l ak／gl ak
〈参考〉上古音：「羅」l ɑ／l ai／l ɑ／l a／l ar
上古音：「耶」z i̯ɔ／ʎ ia／- -／ɣr aɣ／- -
随唐音：「金」k i̯əm／k ǐěm／k jem／k iem／k jəm／k ǐəm
随唐音：「海」x ɑ̆i／h ɒi／x Ai／x əi／x ậi／x əi","アイヌ語：「金官」
＝「キル・アム・ク・アン(kir-am-ku-an)」＝「山脚の・爪の（ように平べったく鋭い峰の）・矢（先のような形の峰）・がある（ところ）」
or「キム・ク・アン(kim-ku-an)」＝「山の・矢（先のような形の峰）・がある（ところ）」
アイヌ語：「加落（国）」
＝
「ク・アゥ・ル・アク(ku-aw-ru-ak)」＝「矢（先のような形の峰）の・角、枝分かれの・消えかかった・矢（先のような形の峰）」
or「カ・ラケ(ka-rake)」＝「岸辺の・低地」＝加落
アイヌ語：「加耶」
＝
「ク・アゥ・イ・アゥ(ku-aw-i-aw)」＝「矢（先のような形の峰）の・角、枝分かれ・その・角、枝分かれ」
or「カ・ヤ(ka-ya)」＝「岸辺の・山手の方」
アイヌ語：「加羅」
＝
「ク・アゥ・ル・アゥ(ku-aw-ru-aw)」＝「矢（先のような形の峰）の・角、枝分かれ・消えかかった・角、枝分かれ」
or「カ・ラ(ka-ra)」＝「岸辺の・低地」＝加落
アイヌ語：「金海」
＝
「キル・アム・ハィ(kir-am-hay)」＝「山脚の・爪の（ように平べったく鋭い峰の）・カジキマグロの顎（のような突き出した峰）」
or
「キム・ハィ(kim-hay)」＝「山の・カジキマグロの顎（のような突き出した峰）」
or「キム・ヘ(kim-he)」＝「山の・頭、上手」
アイヌ語：「金（州）」
＝
「キル・アム(kir-am)」＝「山脚の・爪（のように平べったく鋭い峰）」
or「キム(kim)」＝「山」","jomon2_bnum59.html"
"良州","義安郡","昌原市","義安郡","屈自郡","義安郡","上古音：「屈」kʰ i̯wət／kʰ ǐwət／kʰ juə̆t／kʰ jwət／khw jət
上古音：「自」- -／z ǐei／dzʰ jed／dz jie／dz jidh
随唐音：「義」ŋ jie／ŋ ǐe／ŋ jĕ／- ie／ng jĕ／ŋ ǐɛ
随唐音：「安」ʔ ɑn／0 ɑn／ʔ ɑn／ʔ ɑn／· ân／ʔ ɑn","アイヌ語：「屈自（郡）」
＝「キル・アッ・チゥ・エ・エン(kir-at-ciw-e-en)」＝「山脚が・たくさんある・水流、水脈が・そこで・突き出ている（ところ）」
アイヌ語：「義安（郡）」
＝
「キル・イ・アゥ・ウン(kir-i-aw-un)」＝「山脚・その・角、枝分かれ・にある（ところ）」 ※昌原市の盆地に突き出た岬。","jomon2_bnum59.html"
"良州","漆隄県","慶尚南道 咸安郡漆原邑","漆隄県","漆吐県","漆園県","上古音：「漆」tsʰ i̯ĕt／tsʰ ǐet／tsʰ jet／tsʰ jiet／tsh jit
上古音：「吐」tʰ o／tʰ a／tʰ ɑɡ／tʰ aɣ／th agx
随唐音：「漆」tsʰ i̯ĕt／tsʰ ǐět／tsʰ jet／tsʰ iɪt／tsh jĕt／tsʰ ǐet
随唐音：「隄」t iei／t iei／t iɛi／t iɛi／t iei／t iei
随唐音：「園」ɡ i̯wăn ／ɣ ǐwan／ɣ juăn／ɣ jwan／gw jan","アイヌ語：「漆吐（県）」＝「チッ・タ(cit-ta)」＝「膣の（ような形の峰）・の方」
アイヌ語：「漆隄（県）」＝「チッ・テュ・エ・エン(cit-tu-e-en)」＝「膣の（ような形の）・峰が・そこで・突きでている（ところ）」
アイヌ語：「漆園（県）」＝「チッ・キル・ワ・アン(cit-kir-wa-an)」＝「膣の（ような形の）・山脚・に・ある（ところ）」","jomon2_bnum59.html"
"良州","合浦県","馬山市","合浦県","骨浦県","合浦県","上古音：「骨」k wət／k uət／k uə̂t／k wət／kw ət
上古音：「浦」pʰ wo／pʰ ua／pʰ uɑɡ／pʰ waɣ／ph agx
随唐音：「合」ɣ ɑ̆p／ɣ ɒp／ɣ Ap／ɣ əp／ɣ ập／ɣ əp
随唐音：「浦」pʰ uo／pʰ u／pʰ uo／pʰ uo／ph uo／pʰ u","アイヌ語：「骨浦（県）」
＝「キル・アッ・プ・アゥ(kir-at-pu-aw)」＝「山脚が・たくさんある・倉（の屋根のような三角山）の・角、枝分かれ」
or「キル・アッ・プ・アク(kir-at-pu-ak)」＝「山脚が・たくさんある・倉（の屋根のような三角山）の・弟（のように小さいもの）」
アイヌ語：「合浦（県）」
＝「カプ・プ・オ(kap-pu-o)」＝「薄っぺらな・倉（の屋根のような三角山）が・たくさんある（ところ）」","jomon2_bnum59.html"
"良州","熊神県","慶尚南道 昌原市 鎮海区","熊神県","熊只県","熊神県","上古音：「熊」ɡ i̯um／ɣ ǐwəŋ／ɣ juə̆ŋ／ɣ jwəŋ／gw jəm
上古音：「只」tɕ i̯ĕɡ／ȶ ǐe／c jeɡ／t jieɣ／k rjigx
随唐音：「熊」j i̯uŋ／ɣ ǐuŋ／ɣ juŋ／j iuŋ／j ung／j ǐoŋ
随唐音：「神」dʑʰ i̯ĕn／dʑ ǐěn／dʑʰ jen／ʑ iɪn／dź jĕn／dʑʰ ǐen","アイヌ語：「熊只（県）」＝「キル・ワ・アン・テュ・エ・エン(kir-wa-an-tu-e-en)」＝「山脚・に・ある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「熊神（県）」＝「キル・ウン・テュ・エ・エン(kir-un-tu-e-en)」＝「山脚・にある・峰が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","密城郡","密陽市","密城郡","推火郡","密城郡","上古音：「推」tʰ wər／tʰ uəi／tʰ uə̂d／tʰ wər／th əd
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「密」m i̯ĕt／m ǐět／m jĕt／m iet／m jĕt／m ǐet
随唐音：「城」ʑ i̯ɛŋ／ʑ ǐɛŋ／ʑ jɛŋ／dʑ iæŋ／ź jäng／ʑ ǐɛŋ","アイヌ語：「推火（郡）」＝「テュ・アッ・ハィ(tu-at-hay)」＝「峰が・たくさんある・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「密城（郡）」＝「ムィ・アッ・テュ・エ・エン(muy-at-tu-e-en)」＝「頂が・たくさんある・峰が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","尚藥県","慶尚南道 昌寧郡 霊山面","尚藥県","西火県","靈山県","上古音：「西」s iər／s iei／s ied／s er／s id
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「尚」ʑ i̯aŋ／ʑ ǐaŋ／ʑ jɑŋ／dʑ iɑŋ／ź jang／ʑ ǐɑŋ
随唐音：「藥」0 i̯ak／j ǐak／0 jɑk／0 iɑk／ji ak／0 ǐɑk
随唐音：「靈」l ieŋ／l ieŋ／l ieŋ／l iɛŋ／l ieng／l ieŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「西火（県）」＝「シル・エ・エン・ハィ(sir-e-en-hay)」＝「山が・そこで・突き出ている・カジキマグロの顎（のように突き出たもの）」
アイヌ語：「尚藥（県）」＝「テュ・アゥ・ウン・イ・アク(tu-aw-un-i-ak)」＝「峰の・角、枝分かれ・にある・その・弟（ように小さいもの）or矢を射る（ところ）」
アイヌ語：「靈山（県）」＝「リ・エン・シル・エ・エン(ri-en-sir-e-en)」＝「高く・突き出ている・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","密津県","慶尚南道 昌寧郡 都泉面","密津県（or竹山）／密津県／竹山","推浦県","未詳","上古音：「推」tʰ wər／tʰ uəi／tʰ uə̂d／tʰ wər／th əd
上古音：「浦」pʰ wo／pʰ ua／pʰ uɑɡ／pʰ waɣ／ph agx
随唐音：「密」m i̯ĕt／m ǐět／m jĕt／m iet／m jĕt／m ǐet
随唐音：「津」ts i̯ĕn／ts ǐěn／ts jen／ts iɪn／ts jĕn／ts ǐen
随唐音：「竹」ȶ i̯uk／ȶ ǐuk／ȶ juk／ʈ iuk／ṭ juk／ȶ ǐok
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「推浦（県）」＝「テュ・エ・エン・プ・アゥ(tu-e-en-pu-aw)」＝「峰が・そこで・突き出ている・倉の（屋根のような三角山）・角、枝分かれ」
アイヌ語：「密津（県）」＝「ムィ・アッ・テュ・エ・エン(muy-at-tu-e-en)」＝「頭が・たくさんある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「竹山（県）」＝「テュク・シル・エ・エン(tuk-sir-e-en)」＝「小山の・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","烏丘山県","慶尚北道 清道郡 清道邑 楡湖里、内湖里","烏丘山県","烏也山県（or仇道or烏礼山）／烏也山県／仇道／烏礼山","清道郡に合併","上古音：「烏」ʔ o／0 a／ʔ ɑɡ／ʔ aɣ／· ag
上古音：「也」d i̯a／ʎ iai／d jă／r aɣ／r iagx
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
上古音：「仇」ɡʰ -／g ǐu／ɡʰ jŏ／ɡ jə／ g jəgw
上古音：「道」dʰ -／d u／dʰ ô／d əw／d əgwx
上古音：「礼」l iər／l iei／l ied／l er／l idx
随唐音：「烏」ʔ uo／0 u／ʔ uo／ʔ uo／· uo／ʔ u
随唐音：「丘」kʰ i̯ə̯u／kʰ ǐəu／kʰ ju／kʰ iəu／kh jə̆u／kʰ ǐou
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「烏也山（県）」＝「アゥ・テュ・アゥ・シル・エ・エン(aw-tu-aw-sir-e-en)」＝「角、枝分れた・峰・角、枝分れた・山が・そこで・突き出ている（ところ）」
アイヌ語：「仇道」＝「キル・テュ(kir-tu)」＝「山脚の・峰」
アイヌ語：「烏礼山」
＝「アゥ・リ・エン・シル・エ・エン(aw-ri-en-sir-e-en)」＝「角、枝分かれが・高く・突き出ている（ところ）・山が・そこで・突き出ている（ところ）」
アイヌ語：「烏丘山（県）」＝「ウ・オ・キル・シル・エ・エン(u-o-kir-sir-e-en)」＝「互いに重なるように・たくさんある・山脚の・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","荆山県","慶尚北道 清道郡 清道邑","荆山県","驚山県","清道郡に合併","上古音：「驚」k i̯ĕŋ／k ǐeŋ／k jĕŋ／k ieŋ／k jing
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「荊」k i̯ɐŋ／k ǐɐŋ／k jɐŋ／k iaŋ／k jɐng／k ǐaŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「驚山（県）」＝「キル・エ・エン・シル・エ・エン(kir-e-en-sir-e-en)」＝「山脚が・そこで・突き出ている（ところ）・山が・そこで・突き出ている（ところ）」
アイヌ語：「荆山（県）」＝「キル・アゥ・ウン・シル・エ・エン(kir-aw-un-sir-e-en)」＝「山脚の・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","蘇山県","慶尚北道 清道郡 梅田面","蘇山県","率己山県","清道郡に合併","上古音：「率」sl i̯wət／ʃ ǐwət／s uət／s iwət／sl jət
上古音：「己」k i̯əɡ／k ǐə／k jəɡ／k iəɣ／k jəgx
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「蘇」s uo／s u／s uo／s uo／s uo／s u
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「率己山（県）」
＝「シル・アッ・キル・エ・エン・シル・エ・エン(sir-at-kir-e-en-sir-e-en)」＝「山が・たくさんある・山脚が・そこで・突き出ている（ところ）・山が・そこで・突き出ている（ところ）」
アイヌ語：「蘇山（県）」
＝「シル・オ・シル・エ・エン(sir-o-sir-e-en)」＝「山が・たくさんある・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","火王郡","慶尚南道 昌寧郡 昌寧邑","火王郡","比自火郡（or比斯伐）／比自火郡／比斯伐","昌寧郡","上古音：「比」bʰ i̯ər／b ǐei／bʰ jed／b jier／b jid
上古音：「比」p i̯ər／p ǐei／p jed／p jier／p jidx
上古音：「自」- -／dz ǐei／dzʰ jed／dz jier／dz jidh
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「斯」s i̯ĕ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「伐」bʰ i̯wăt／b ǐwat／bʰ juăt／b jwat／b jat
随唐音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「王」j i̯waŋ／ɣ ǐwaŋ／ɣ juɑŋ／j iuɑŋ／j wang／j ǐuɑŋ
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ
随唐音：「寧」n ieŋ／n ieŋ／n ieŋ／n iɛŋ／n ieng／n ieŋ","アイヌ語：「比自火（郡）」＝「ピ・エ・エン・テュ・エ・エン・ハィ(pi-e-en-tu-e-en-hay)」＝「岩が・そこで・突き出ている・峰が・そこで・突き出ている・カジキマグロの顎（のように天に鋭く突き出た岩）」
アイヌ語：「比斯伐」＝「ピ・エ・エン・シル・エ・エン・ピ・ウ・アッ(pi-e-en-sir-e-en-pi-u-at)」＝「石が・そこで・突き出ている・山が・そこで・突き出ている・石が・互いに重なるように・たくさんある（ところ）」
アイヌ語：「火王（郡）」
＝「ハィ・イェ・アゥ・ウン(hay-ye-aw-un)」＝「カジキマグロの顎の（ように天に鋭く突き出た）・岩の・角、枝分かれ・にある（ところ）」
アイヌ語：「昌寧（郡）」＝「テュ・アゥ・ウン・ニ・エ・エン(tu-aw-un-ni-e-en)」＝「峰の・角、枝分かれ・にある・棒（のように細長い峰）が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","玄驍県","大邱広域市 達城郡 玄風邑 玄風面","玄驍県","推良火県（or三良火）／推良火県／三良火","玄豊県","上古音：「推」tʰ wər／tʰ uəi／tʰ uə̂d／tʰ wər／th əd
上古音：「良」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「三」s əm／s əm／s ə̂m／s əm／s əm
随唐音：「玄」ɣ iwen／ɣ iwen／ɣ iuɛn／ɣ iuɛn／ɣ iwen／ɣ iuen
随唐音：「驍」- -／k ieu／k iɛu／k iɛu／k ieu／k ieu
随唐音：「豐」pʰ i̯uŋ／pʰ ǐuŋ／pʰ juŋ／pʰ iuŋ／ph jung／pfʰ ǐoŋ","アイヌ語：「推良火（県）」＝「テュ・エ・エン・リ・アゥ・ウン・ハィ(tu-e-en-ri-aw-un-hay)」＝「峰が・そこで・突き出ている・高い・角、枝分かれ・にある・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「三良火」＝「サム・リ・アゥ・ウン・ハィ(sam-ri-aw-un-hay)」＝「となりの・高い・角、枝分かれ・にある・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「玄驍（県）」＝「キル・エ・エン・キル・エ・エン(kir-e-en-kir-e-en)」＝「山脚が・そこで・突き出ている（ところ）・山脚が・そこで・突き出ている（ところ）」※たくさんの山脚が突き出ているところ。
アイヌ語：「玄豊（県）」＝「キル・エ・エン・ピル・ウン(kir-e-en-pir-un)」＝「山脚が・そこで・突き出ている・傷（のように切り刻まれているもの）・にある（ところ）」","jomon2_bnum59.html"
"良州","壽昌郡","邱広域市 達城郡 嘉昌面","壽昌郡（嘉昌郡）／壽昌郡／嘉昌郡","喟火郡","壽城郡","上古音：「喟」kʰ wæd／kʰ oəi／kʰ uəd／kʰ rwər／khw rədh
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「壽」ʑ i̯ə̯u／ʑ ǐəu／ʑ ju／dʑ iəu／ź jə̆u／ʑ ǐou
随唐音：「昌」tɕʰ i̯aŋ／tɕʰ ǐaŋ／tɕʰ jɑŋ／tɕʰ iɑŋ／tśh jang／tɕʰ ǐɑŋ
随唐音：「嘉」k a／k a／k a／k a／k a／k a
随唐音：「城」ʑ i̯ɛŋ／ʑ ǐɛŋ／ʑ jɛŋ／dʑ iæŋ／ź jäng／ʑ ǐɛŋ","アイヌ語：「喟火（郡）」＝「キル・アッ・ハィ(kir-at-hay)」＝「山脚が・たくさんある・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「壽昌（郡）」＝「テュ・アゥ・ウン・テュ・アゥ・ウン(tu-aw-un-tu-aw-un)」＝「峰の・角、枝分かれ・にある（ところ）・峰の・角、枝分かれ・にある（ところ）」
アイヌ語：「嘉昌（郡）」
＝「ク・アゥ・テュ・アゥ・ウン(ku-aw-tu-aw-un)」＝「矢（先のような形の峰）の・角、枝分かれ・峰の・角、枝分かれ・にある（ところ）」
アイヌ語：「壽城（郡）」＝「テュ・アゥ・ウン・テュ・エ・エン(tu-aw-un-tu-e-en)」＝「峰の・角・にある（ところ）峰が・そこで（or頭が）・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","大丘県","大邱広域市","大丘県","達句火県","達句火県／大丘県","上古音：「達」tʰ ɑt／- -／tʰ ɑt／- -／th at
上古音：「達」dʰ ɑt／d at／dʰ ɑt／d at／d at
上古音：「句」k u／k ɔ／k ûɡ／k ew／k ug
上古音：「句」k i̯u／k ǐwɔ／k juɡ／k jew／k jugh
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「大」dʰ, tʰ ɑi／d ɑi／dʰ ɑi／d ɑi／d âi／dʰ ai
随唐音：「丘」kʰ i̯ə̯u／kʰ ǐəu／kʰ ju／kʰ iəu／kh jə̆u／kʰ ǐou","アイヌ語：「達句火（県）」＝「テュ・アッ・キル・オ・ハィ(tu-at-kir-o-hay)」＝「峰が・たくさんある・山脚が・たくさんある・カジキマグロの顎（のように鋭く突き出た峰）」
アイヌ語：「大丘（県）」＝「テュ・アィ・キル・エ・エン(tu-ay-kir-e-en)」＝「峰の・矢、カジキマグロの顎（のように鋭く突き出た峰）の・山脚が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","八里県","大邱広域市北区／漆谷地区","八里県","八居里県","八居県","上古音：「八」p wăt／p et／p et／p ret／p riat
上古音：「居」k i̯o／k ǐa／k jaɡ／k jaɣ／k jag
上古音：「里」l i̯əɡ／l ǐə／l jəɡ／l iəɣ／l jəgx
随唐音：「八」p wăt／p æt／p æt／p at／p wăt／p uɐt
随唐音：「里」l ji／l ǐə／l i／l i／l ï／l ǐə
随唐音：「居」k i̯wo／k ǐo／k jo／k io／k jwo／k ǐo","アイヌ語：「八居里（県）」＝「ペッ・キル・オ・リー・イ(pet-kir-o-ri-i)」＝「川の・山脚が・たくさんある・高い・ところ」
アイヌ語：「八里（県）」＝「ペッ・リー・イ(pet-ri-i)」＝「川の・高い・ところ」
アイヌ語：「八居（県）」＝「ペッ・キル・オ(pet-kir-o)」＝「川の・山脚が・たくさんある（ところ）」","jomon2_bnum59.html"
"良州","河濱県","大邱広域市 達城郡 河浜面","河濱県","多斯只県（or沓只）／多斯只県","河濱県","上古音：「多」t ɑ／t ai／t ɑ／t a／t ar
上古音：「斯」s i̯ĕɡ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「只」tɕ i̯ĕɡ／ȶ ǐe／c jeɡ／t jieɣ／k rjigx
随唐音：「河」ɣ ɑ／ɣ ɑ／ɣ ɑ／ɣ ɑ／ɣ â／ɣ ɑ
随唐音：「濱」p i̯ĕn／p ǐěn／p jen／p iɪn／p jiĕn／p ǐen","アイヌ語：「多斯只（県）」＝「テュ・アゥ・シル・エ・エン・テュ・エ・エン(tu-aw-sir-e-en-tu-e-en)」＝「峰の・角、枝分かれの・山が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「河濱（県）」＝「キル・アゥ・ピル・エ・エン(kir-aw-pir-e-en)」＝「山脚の・角、枝分かれの・傷（のように切り刻まれたもの）が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","花園県","大邱広域市 達城郡 花園邑","花園県","舌火県","河濱県／花園県","上古音：「舌」k wɑt／ȡ ǐat／ȡʰ jæt ／zd jiat／d jat
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
随唐音：「花」- -／h wa／x ua／x ua／x wa／x ua
随唐音：「園」j i̯wɐn／ɣ ǐwɐn／ɣ juɐn／j iuɑn／j wɐn／j ǐuɐn","アイヌ語：「舌火（県）」＝「テュ・アッ・ハィ(tu-at-hay)」＝「峰が・たくさんある・カジキマグロの顎（のような突き出た峰）」
アイヌ語：「花園（県）」
＝「ホ・アィ・ワ・アン(ho-ay-wa-an)」＝「山裾の・矢、カジキマグロの顎（のような突き出た峰）・に・ある（ところ）」
or
「ホ・アゥ・キル・ワ・アン(ho-aw-kir-wa-an)」＝「山裾の・角、枝分かれの・山脚・に・ある（ところ）」","jomon2_bnum59.html"
"良州","獐山郡","慶尚北道慶山市押梁邑","獐山郡","押梁（or押督）小国／押梁／押督","章山郡","上古音：「押」ʔ ap／0 eap／- -／ʔ rap／- -
上古音：「梁」l i̯aŋ／l ǐaŋ／l jaŋ／l iaŋ／l jang
上古音：「督」t -／t uk／t ôk／t əwk／t əkw
随唐音：「獐」tɕ i̯aŋ／tɕ ǐaŋ／tɕ jɑŋ／tɕ iɑŋ／tś jang／tɕ ǐɑŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn
随唐音：「章」tɕ i̯aŋ／tɕ ǐaŋ／tɕ jɑŋ／tɕ iɑŋ／tś jang／tɕ ǐɑŋ","アイヌ語：「押梁」
＝「ラプ・リ・アゥ(rap-ri-aw)・ウン（ところ）」＝「翼の（ような形の峰の）・高い・角、枝分かれ・にある（ところ）」
or「（イ(i)・）アプ・リ・アゥ(ap-ri-aw)・ウン（ところ）」＝「（その・）釣り針の（ような形の峰の）・高い・角、枝分かれ・にある（ところ）」
アイヌ語：「押督」
＝「ラプ・テュク(rap-tuk)」＝「翼の（ような形の峰の）・小山」
or「（イ(i)・）アプ・テュク(ap-tuk)」＝「（その・）釣り針の（ような形の峰の）・小山」
アイヌ語：「獐山（郡）」
＝「テュ・アゥ・ウン・シル・エ・エン(tu-aw-un-sir-e-en)」＝「峰の・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」
アイヌ語：「章山（郡）」＝「テュ・アゥ・ウン・シル・エ・エン(tu-aw-un-sir-e-en)」＝「峰の・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum59.html"
"良州","解顔県","大邱広域市 北区 東辺洞周辺","解顔県","雉省火県（美里）／雉省火県／美里","解顔県","上古音：「雉」dʰ i̯ər／d ǐei／dʰ jed／d ier／d rjidx
上古音：「省」ʂ i̯ĕŋ／ʃ eŋ／s eŋ／s reŋ／s ringx
上古音：「火」x wɑr／h uəi／x uə̂r／x wə／hw ərx
上古音：「美」m i̯ər／m ǐei／m jed／m ier／m jidx
上古音：「里」l i̯əɡ／l ǐə／l jəɡ／l iəɣ／l jəgx
随唐音：「解」ɣ ai／ɣ ai／ɣ æi／ɣ æi／ɣ aï／ɣ æi
随唐音：「解」k ai／k ai／k æi／k æi／k aï／k æi
随唐音：「顔」ŋ an／ŋ an／ŋ an／ŋ an／ng an／ŋ an","アイヌ語：「雉省火（県）」
＝「チゥ・エ・エン・シル・エ・エン・ハィ(ciw-e-en-sir-e-en-hay)」＝「水流、水脈が・そこで・突き出ている・山が・そこで・突き出ている・カジキマグロの顎のようなもの（鋭く突き出たもの）」
or「テュ・エ・エン・シル・エ・エン・ハィ(tu-e-en-sir-e-en-hay)」＝「峰が・そこで・突き出ている・山が・そこで・突き出ている・カジキマグロの顎のようなもの（鋭く突き出たもの）」
アイヌ語：「雉省火（県）」＝「ムィ・エ・エン・リ・エン(muy-e-en-ri-en)」＝「頭が・そこで・突き出ている・高く・突き出ている（ところ）」
アイヌ語：「解顔（県）」＝「カィ・ク・アン(kay-ku-an)」＝「折れ曲がった・矢（先のような形の川）・がある（ところ）」","jomon2_bnum59.html"
