"州名","見出し","現行地","統一新羅地名","景徳王以前地名","三国史記編纂時地名","音韻データ","アイヌ語解釈","出典"
"溟州","派川県","北朝鮮 江原道 通川郡　旧・臨南面付近","派川県","改淵県（or岐淵県）／改淵県／岐淵県","派川県","上古音：「改」k əɡ／k ə／k ə̂ɡ／k əɣ／k əgx
上古音：「淵」ʔ iwen／0 iwen／ʔ iuen／ʔ wen／·w in
上古音：「岐」ɡʰ i̯ĕɡ／g ǐe／ɡʰ jeɡ／ɡ jieɣ／g jig
随唐音：「派」- -／pʰ ai／pʰ æi／pʰ æi／ph waï／pʰ uæi
随唐音：「川」tɕʰ i̯wɛn／tɕʰ ǐwɛn／tɕʰ juæn／tɕʰ iuæn／tśh jwän／tɕʰ ǐuɛn","アイヌ語：「改淵（県）」
＝「ク・エ・エン・イェ・エ・エン(ku-e-en-ye-e-en)」＝「矢（先のような形）が・そこで・突き出ている（ところ）・岩が・そこで・突き出ている（ところ）」
アイヌ語：「岐淵（県）」＝「キル・エ・エン・イェ・エ・エン(kir-e-en-ye-e-en)」＝「脚が・そこで・突き出ている（ところ）・岩が・そこで・突き出ている（ところ）」
アイヌ語：「派川（県）」＝「パ・アィ・テュ・エ・エン(pa-ay-tu-e-en)」＝「頭の・矢、カジキマグロの顎（のように鋭く尖った）・峰が・そこで・突き出ている（ところ）」","jomon2_bnum66.html"
"溟州","鶴浦県","北朝鮮 江原道 通川郡庫底邑、あるいは近隣の海岸・潟湖流域","鶴浦県","鵠浦県（or古衣浦）／鵠浦県／古衣浦県","鶴浦県","上古音：「鵠」ɡʰ／ɣ uk／ɣ ôk／ɡ əwk／g əkw
上古音：「浦」pʰ wo／pʰ ua／pʰ uɑɡ／pʰ waɣ／ph agx
上古音：「古」k o／k a／k ɑɡ／k aɣ／k agx
上古音：「衣」ʔ i̯ər／0 ǐəi／ʔ jə̆d／ʔ jər／· jəd
随唐音：「鶴」ɣ ɑk／ɣ ɑk／ɣ ɑk／ɣ ɑk／ɣ âk／ɣ ɑk
随唐音：「浦」pʰ uo／pʰ u／pʰ uo／pʰ uo／ph uo／pʰ u","アイヌ語：「鵠浦（県）」
＝「ク・アク・プ・アク(ku-ak-pu-ak)」＝「矢の・弟（のように小さい）or射る（ところ）・倉（の屋根のような三角）の・弟or射る（ところ）」
アイヌ語：「古衣浦（県）」
＝「ク・アク・イェ・エ・エン・プ・アク(ku-ak-ye-e-en-pu-ak)」＝「矢の・弟（のように小さい）or射る（ところ）・岩が・そこで・突き出ている・倉（の屋根のような三角）の・弟or矢を射る（ところ）」
アイヌ語：「鶴浦（県）」＝「ク・アク・プ・オ(ku-ak-pu-o)」＝「矢の・弟（のように小さい）or射る（ところ）・倉の（屋根のような三角の）・尻、末端」","jomon2_bnum66.html"
"朔州","朔州","江原特別自治道春川市","朔州","牛首州／首若州","春州","随唐音：「牛」ŋ i̯ə̯u／ŋ ǐəu／ŋ ju／ŋ iəu／ng jə̆u／ŋ ǐou
随唐音：「首」ɕ i̯ə̯u／ɕ ǐəu／ɕ ju／ɕ iəu／ś jə̆u／ɕ ǐou
随唐音：「若」ȵʑ i̯ak／ɽ ǐak／ȵ jɑk／ȵ iɑk／ńź jak／nʑ ǐɑk
随唐音：「朔」s ɔk／ʃ ɔk／ʃ ɔk／ʂ ok／ṣ åk／ʃ ɔk
随唐音：「春」tɕʰ i̯uĕn／tɕʰ ǐuěn／tɕʰ juen／tɕʰ iuɪn／tśh juĕn／tɕʰ ǐuen","アイヌ語：「牛首（州）」＝
「キル・アゥ・シル・アゥ(kir-aw-sir-aw)」＝「山脚の・角、枝分かれ・山の・角、枝分かれ」
アイヌ語：「首若（州）」
＝
「シル・アゥ・ニ・アク(sir-aw-ni-ak)」＝「山の・角、枝分かれの・棒の（のように細長い）・弟（のように小さいもの）or矢を射る（ところ）」
or
「シル・アゥ・テュ・アク(sir-aw-tu-ak)」＝「山の・角、枝分かれの・峰の・弟（のように小さいもの）or矢を射る（ところ）」
アイヌ語：「朔（州）」
＝
「シル・アク(sir-ak)」＝「山の・弟（のように小さいもの）or矢を射る（ところ）」
アイヌ語：「春（州）」＝
「テュ・エ・エン(tu-e-en)」＝「峰が・そこで・つきでている（ところ）」","jomon2_bnum67.html"
"朔州","緑驍県","江原特別自治道洪川郡","緑驍県","伐力川県","洪川県","上古音：「伐」bʰ i̯wăt／b ǐwat／bʰ juăt／b jwat／b jat
上古音：「力」l i̯ək／l ǐək／l jək／l iək／l jək
上古音：「川」ȶʰ i̯wan／ȶʰ ǐwən／- -／- -／th jiən
随唐音：「綠」l i̯wok／l ǐwok／l juok／l iuok／l jwok／l ǐuk
随唐音：「驍」- -／k ieu／k iɛu／k iɛu／k ieu／k ieu
随唐音：「洪」ɣ uŋ／ɣ uŋ／ɣ uŋ／ɣ uŋ／ɣ ung／ɣ oŋ
随唐音：「川」tɕʰ i̯wɛn／tɕʰ ǐwɛn／tɕʰ juæn／tɕʰ iuæn／tśh jwän／tɕʰ ǐuɛn","アイヌ語：「伐力川（県）」
＝「ピル・アッ・リ・アク・テュ・ワ・アン(pir-at-ri-ak-tu-wa-an)」＝「傷（のように切り刻まれた峰）が・たくさんある・高い・弟の（ように小さい）or矢を射る・峰・に・ある（ところ）」
アイヌ語：「緑驍（県）」＝「リ・アク・キル・エ・エン(ri-ak-kir-e-en)」＝「高い・弟の（ように小さい）or矢を射る・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「洪川（県）」＝「キル・ウン・テュ・エ・エン(kir-un-tu-e-en)」＝「山脚・にある・峰が・そこで・突き出ている（ところ）」","jomon2_bnum67.html"
"朔州","砥平県","京畿道 楊平郡 砥平面 祗平里","砥平県","砥峴県","砥平県","上古音：「砥」ȶ i̯ər／ ȶ ǐei／ȶ jed／t jier／t jid
上古音：「峴」- -／ɣ ian／- -／- -／- -
随唐音：「砥」tɕ i／tɕ i／tɕ jei／tɕ iɪi／tś ji／tɕ ǐe
随唐音：「平」bʰ i̯wɐŋ／b ǐɐŋ／bʰ jɐŋ／b iaŋ／b jɐng／bʰ ǐaŋ","アイヌ語：「砥峴（県）」＝「テュ・エ・エン・キル・アン(tu-e-en-kir-an)」＝「峰が・そこで・突き出ている・山脚・がある（ところ）」
アイヌ語：「砥平（県）」＝「テュ・エ・エン・ピル・アン(tu-e-en-pir-an)」＝「峰が・そこで・突き出ている・傷（のように切り刻まれた峰）が・ある（ところ）」","jomon2_bnum67.html"
"朔州","北原京","江原特別自治道 原州市","北原京","平原郡","原州","上古音：「平」bʰ i̯ĕŋ／b ǐeŋ／bʰ jĕŋ／b ieŋ／b jing
上古音：「原」ŋ i̯wăn／ŋ ǐwan／ŋ juăn／ŋ jwan／ngw jan
随唐音：「北」p ək／p ək／p ək／p ək／p ək／p ək
随唐音：「原」ŋ i̯wɐn／ŋ ǐwɐn／ŋ juɐn／ŋ iuɑn／ng jwɐn／ŋ ǐuɐn","アイヌ語：「平原（郡）」
＝「ピ・エ・エン・キル・アゥ・ウン(pi-e-en-kir-aw-un)」＝「石が・そこで・突き出ている・山脚の・角、枝分かれ・にある（ところ）」
or「ピル・エ・エン・キル・アゥ・ウン(pir-e-en-kir-aw-un)」＝「傷（のように切り刻まれた峰）が・そこで・突き出ている・山脚の・角、枝分かれ・にある（ところ）」
アイヌ語：「北原（京）」
＝「パ・アク・キル・アゥ・ウン(pa-ak-kir-aw-un)」＝「岬の・弟の（ように小さい）or矢を射る・山脚の・角、枝分かれ・にある（ところ）」
アイヌ語：「原（州）」＝「キル・アゥ・ウン(kir-aw-un)」＝「山脚の・角、枝分かれ・にある（ところ）」","jomon2_bnum67.html"
"朔州","奈隄郡","忠清北道堤川市","奈隄郡","奈吐郡","湜州","上古音：「奈」- -／n at／- -／- -／- -
上古音：「吐」tʰ o／tʰ a／tʰ ɑɡ／tʰ aɣ／th agx
随唐音：「奈」n ɑi／n ɑi／n ɑi／n âi／n ai
随唐音：「奈」- -／n ɑ／n ɑ／n ɑ／n â／n ɑ
随唐音：「隄」t iei／t iei／t iɛi／t iɛi／t iei／t iei
随唐音：「湜」ʑ iək／ʑ ǐək／ʑ jək／dʑ iek／ź jək／ʑ ǐək","アイヌ語：「奈吐（郡）」
＝「ナィ・ト・アク(nay-to-ak)」＝「川の・湖沼・弟（のように小さいもの）」
アイヌ語：「奈隄（郡）」
＝「ナィ・チゥ・エ・エン(nay-ciw-e-en)」＝「川の・水流、水脈が・そこで・突き出ている（ところ）」
アイヌ語：「湜（州）」＝「チゥ・アク(ciw-ak)」＝「水流、水脈の・弟（のように小さいもの）」","jomon2_bnum67.html"
"朔州","清風県","忠清北道 堤川市 清風面","清風県","沙熱伊県","清風県","上古音：「沙」s a／ʃ eai／s a／s ra／s rar
上古音：「熱」ȵ i̯at／ȵ ǐat／ȵ jæt／n jiat／n jat
上古音：「伊」ʔ i̯ær／0 ǐei／ʔ jed／ʔ jier／· jid
随唐音：「清」tsʰ i̯ɛŋ／tsʰ ǐɛŋ／tsʰ jɛŋ／tsʰ iæŋ／tsh jäng／tsʰ ǐɛŋ
随唐音：「風」p i̯uŋ／p ǐuŋ／p juŋ／p iuŋ／p jung／pf ǐoŋ","アイヌ語：「沙熱伊（県）」＝「シル・アゥ(sir-aw)・二・アッ・イェ・エ・エン(at-ye-e-en)」＝「山の・角、枝分かれの・棒（のように細長い峰）が・たくさんある・石、岩が・そこで・突き出ている（ところ）」
アイヌ語：「清風（県）」＝「テュ・エ・エン・ピ・ウン(tu-e-en-pi-un)」＝「峰が・そこで・突き出ている・石・にある（ところ）」","jomon2_bnum67.html"
"朔州","赤山県","忠清北道 丹陽郡 赤城面","赤山県","赤山県","丹山県","上古音：「赤」ȶʰ i̯ăk／ȶʰ iak／cʰ jăk／tʰ jiak／kh rjiak
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「丹」t ɑn／t ɑn／t ɑn／t ɑn／t ân／t ɑn
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「赤山（県）」＝「テュ・アク・シル・エ・エン(tu-ak-sir-e-en)」＝「峰の・弟の（ように小さい）or矢を射る・山が・そこで・突き出ている（ところ）」
アイヌ語：「丹山（県）」＝「テュ・アゥ・ウン・シル・エ・エン(tu-aw-un-sir-e-en)」＝「峰の・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum67.html"
"朔州","奈靈郡","忠清北道堤川市","奈靈郡","奈已郡","剛州","上古音：「奈」- -／n at／- -／- -／- -
上古音：「己」k i̯əɡ／k ǐə／k jəɡ／k iəɣ／k jəgx
随唐音：「奈」n ɑi／n ɑi／n ɑi／n âi／n ai
随唐音：「奈」- -／n ɑ／n ɑ／n ɑ／n â／n ɑ
随唐音：「靈」l ieŋ／l ieŋ／l ieŋ／l iɛŋ／l ieng／l ieŋ
随唐音：「剛」k ɑŋ／k ɑŋ／k ɑŋ／k ɑn／k âng／k ɑŋ","アイヌ語：「奈己（郡）」
＝「ナン・キル・アク(nan-kir-ak)」＝「斜面の・山脚の・弟（のように小さいもの）or矢を射る（ところ）」
アイヌ語：「奈靈（郡）」
＝「ナン・リ・エン(nan-ri-en)」＝「斜面の・高く・突き出ている（ところ）」
アイヌ語：「剛（州）」＝「ク・アゥ・ウン(ku-aw-un)」＝「矢（先のような形の峰）の・角、枝分かれ・にある（ところ）」","jomon2_bnum67.html"
"朔州","善谷県","慶尚北道 栄州市 安定面","善谷県","買谷県","未詳","上古音：「買」- -／m e／m eɡ／m reɣ／m rigx
上古音：「谷」k uk／k ɔk／k ûk／k ewk／k uk
上古音：「谷」ɡ i̯uk／ʎ ǐwɔk／ɡ juk／ɣr iewk／g rjuk
随唐音：「善」ʑ i̯ɛn／ʑ ǐɛn／ʑ jæn／dʑ iæn／ź jän／ʑ ǐɛn
随唐音：「谷」k uk／k uk／k uk／k uk／k uk／k ok
随唐音：「谷」0 i̯wok／j ǐwok／0 juok／0 iuok／ji wok／0 ǐuk","アイヌ語：「買谷（県）」＝「メク・ク・ク(mek-ku-ku)」＝「尾根の・矢（先のような形の峰）・矢」
アイヌ語：「善谷（県）」＝「テュ・エ・エン・ク・ク(tu-e-en-ku-ku)」＝「峰が・そこで・突き出ている・矢（先のような形の峰）・矢」※突き出ているたくさんの矢先の形の峰。","jomon2_bnum67.html"
"朔州","玉馬県","慶尚北道奉化郡奉化邑","玉馬県","古斯馬県","洪川県／奉化県","上古音：「古」k o／k a／k ɑɡ／k aɣ／k agx
上古音：「斯」s i̯ĕɡ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「馬」m ɔ／m ea／m uăɡ／m rwaɣ／m ragx
随唐音：「玉」ŋ i̯wok／ŋ ǐwok／ŋ juok／ŋ iuok／ng jwok／ŋ ǐuk
随唐音：「馬」m a／m a／m a／m a／m a／m a
随唐音：「奉」bʰ i̯woŋ, pʰ i̯woŋ／b ǐwoŋ／bʰ juoŋ／b iuoŋ／b jwong／bvʰ ǐuŋ
随唐音：「化」x wa／h wa／x ua／x ua／x wa／x ua","アイヌ語：「古斯馬（県）」
＝「ク・アク・シル・アク・ム・アク(ku-ak-sir-ak-mu-ak)」＝「矢（先のような形の峰）の・弟（のように小さい）or射る（ところ）・山の・弟or矢を射る（ところ）・ふさがっている・弟or矢を射る（ところ）」
アイヌ語：「玉馬（県）」＝「キル・アク・ム・アゥ(kir-ak-mu-aw)」＝「山脚の・弟（のように小さい）or矢を射る（ところ）・ふさがっている・角、枝分かれ」
アイヌ語：「奉化（県）」＝「ピル・アゥ・ウン・ホ・アゥ(pir-aw-un-ho-aw)」＝「傷が（刻まれたような）・角、枝分かれ・にある・山尻の・角、枝分かれ」","jomon2_bnum67.html"
"朔州","岋山郡","慶尚北道栄州市順興面","岋山郡","及伐山郡","興州","上古音：「及」ɡʰ i̯əp／g ǐəp／ɡʰ jəp／ɡ iəp／g jəp
上古音：「伐」bʰ i̯wăt／b ǐwat／bʰ juăt／b jwat／b jat
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian
随唐音：「岌」ŋ i̯əp／ŋ ǐěp／ŋ jep／ŋ iep／ng jəp／ŋ ǐəp 　※岋の異体字
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn
随唐音：「興」x i̯əŋ／h ǐəŋ／x jəŋ／x ieŋ／x jəng／x ǐəŋ","アイヌ語：「及伐山（郡）」
＝「キル・アプ・ピル・アッ・シル・エ・エン(kir-ap-pir-at-sir-e-en)」＝「山脚の・釣り針の（ように曲がった）・傷（のように切り刻まれたもの）が・たくさんある・山が・そこで・突き出ている（ところ）」
アイヌ語：「岋山（郡）」
＝「キル・アプ・シル・エ・エン(kir-ap-sir-e-en)」＝「山脚の・釣り針の（ように曲がった）・山が・そこで・突き出ている（ところ）」
アイヌ語：「興（州）」
＝「ハィ・エン(hay-en)」＝「カジキマグロの顎（のように鋭く尖った峰）が・突き出ている（ところ）」
or「ヘ・エ・エン(he-e-en)」＝「頭が・そこで・突き出ている（ところ）」","jomon2_bnum67.html"
"朔州","鄰豊県","慶尚北道栄州市豊基邑、浮石面","玉馬県／鄰豊県","伊伐支県","未詳","上古音：「伊」ʔ i̯ær／0 ǐei／ʔ jed／ʔ jier／· jid
上古音：「伐」bʰ i̯wăt／b ǐwat／bʰ juăt／b jwat／b jat
上古音：「支」ȶ i̯ĕɡ／ȶ ǐe／c jeɡ／t jieɣ／k rjig
随唐音：「鄰」l i̯ĕn／l ǐěn／l jen／l iɪn／l jĕn／l ǐen
随唐音：「豐」pʰ i̯uŋ／pʰ ǐuŋ／pʰ juŋ／pʰ iuŋ／ph jung／pfʰ ǐoŋ","アイヌ語：「伊伐支（県）」
＝「イ・エ・エン・ピル・アッ・テュ・エ・エン(i-e-en-pir-at-tu-e-en)」＝「それが・そこで・突き出ている・傷（のように切り刻まれたもの）が・たくさんある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「鄰豊（県）」＝「リ・エン・ピル・ウン(ri-en-pir-un)」＝「高く・突き出ている・傷（のように切り刻まれたもの）・にある（ところ）」","jomon2_bnum67.html"
"朔州","嘉平郡","京畿道加平郡","嘉平郡","斤平郡","興州／嘉平郡","上古音：「斤」k i̯ən／k iən／k jə̆n／k jən／k jən
上古音：「平」bʰ i̯ĕŋ／b ǐeŋ／bʰ jĕŋ／b ieŋ／b jing
随唐音：「嘉」k a／k a／k a／k a／k a／k a
随唐音：「平」bʰ i̯wɐŋ／b ǐɐŋ／bʰ jɐŋ／b iaŋ／b jɐng／bʰ ǐaŋ","アイヌ語：「斤平（郡）」
＝「キル・エ・エン・ピル・エ・エン(kir-e-en-pir-e-en)」＝「山脚が・そこで・突き出ている（ところ）・傷（のように切り刻まれた峰）が・そこで・突き出ている（ところ）」
アイヌ語：「嘉平（郡）」
＝「ク・アゥ・ピル・アゥ・ウン(ku-aw-pir-aw-un)」＝「矢（先のような形の峰）の・角、枝分かれ・傷（のように切り刻まれた峰）の・角、枝分かれ・にある（ところ）」","jomon2_bnum67.html"
"朔州","浚水県","京畿道加平郡朝宗面","浚水県","深川県","朝宗県","上古音：「深」ɕ i̯əm／ɕ ǐəm／ɕ jəm／stʰ jiəm／sth jəm
上古音：「川」ȶʰ i̯wan／ȶʰ ǐwən／- -／- -／th jiən
随唐音：「浚」s i̯uĕn／s ǐuěn／s juen／s iuɪn／s juĕn／s ǐuen
随唐音：「水」ɕ wi／ɕ wi／ɕ juei／ɕ iuɪi／ś jwi／s ǐue
随唐音：「朝」ȶ i̯ɛu／ȶ ǐɛu／ȶ jæu／ʈ iæu／ṭ jäu／ȶ ǐɛu
随唐音：「朝」ȡʰ i̯ɛu／ȡ ǐɛu／ȡʰ jæu／ɖ iæu／ḍ jäu／ȡʰ ǐɛu
随唐音：「宗」ts uoŋ／ts uoŋ／ts uoŋ／ts uoŋ／ts uong／ts uŋ","アイヌ語：「深川（県）」
＝「シル・アム・テュ・ワ・アン(sir-am-tu-wa-an)」＝「山の・爪の（ように平べったく鋭い）・峰・に・ある（ところ）」
or「シル・アム・テュ・エ・エン(sir-am-tu-e-en)」＝「山の・爪の（ように平べったく鋭い）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「浚水（県）」＝「シル・エ・エン・シル・エ・エン(sir-e-en-sir-e-en)」＝「山が・そこで・突き出ている（ところ）・山が・そこで・突き出ている（ところ）」※たくさんの山が突き出ているところ。
アイヌ語：「朝宗（県）」
＝「テュ・アゥ・テュ・アゥ・ウン(tu-aw-tu-aw-un)」＝「峰の・角、枝分かれ・峰の・角、枝分かれ・にある（ところ）」※たくさんの峰の枝分かれ。
or「テュ・エ・エン・テュ・アゥ・ウン(tu-e-en-tu-aw-un)」＝「峰が・そこで・突き出ている・峰の・角、枝分かれ・にある（ところ）」","jomon2_bnum67.html"
"朔州","楊麓郡","京畿道加平郡","楊麓郡","楊口郡","陽溝県","上古音：「楊」d i̯aŋ／ʎ ǐaŋ／d jaŋ／r iaŋ／r ang
上古音：「口」kʰ u／kʰ ɔ／kʰ ûɡ／kʰ ew／kh ugx
随唐音：「楊」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ
随唐音：「麓」l uk／l uk／l uk／l uk／l uk／l ok
随唐音：「陽」0 i̯aŋ／j ǐaŋ／0 jɑŋ／0 iɑŋ／ji ang／0 ǐɑŋ
随唐音：「溝」k ə̯u／k əu／k u／k əu／k ə̆u／k ou","アイヌ語：「楊口（郡）」
＝「テュ・アゥ・ウン・ケゥ(tu-aw-un-kew)」＝「峰の・角、枝分かれ・にある・死体（墳墓）」
アイヌ語：「楊麓（郡）」
＝「イ・アゥ・ウン・ル・ケ(i-aw-un-ru-ke)」＝「その・角、枝分かれ・にある・（先人が生活していた）跡・のところ」
アイヌ語：「陽溝（県）」
＝「イ・アゥ・ウン・ケゥ(i-aw-un-kew)」＝「その・角、枝分かれ・にある・死体（墳墓）」","jomon2_bnum67.html"
"朔州","狶蹄県","江原特別自治道 麟蹄郡","狶蹄県","猪足県（or烏斯回）／猪足県／烏斯回","麟蹄県","上古音：「猪」t i̯o／- -／- -／- -／- -
上古音：「足」ts i̯uk／ts ǐwɔk／ts juk／ts jewk／ts juk
上古音：「烏」ʔ o／0 a／ʔ ɑɡ／ʔ aɣ／· ag
上古音：「斯」s i̯ĕɡ／s ǐe／s jeɡ／s jieɣ／s jig
上古音：「回」ɡʰ wər／ɣ uəi／ɣ uə̂d／ɡ wər／gw əd
随唐音：「豨」x je̯i／h ǐəi／x jəi／x iəi／x jĕi／x ǐəi　※狶の異体字。
随唐音：「蹄」dʰ iei／d iei／dʰ iɛi／d iɛi／d iei／dʰ iei
随唐音：「麟」l i̯ĕn／l ǐěn／l jen／l iɪn／l jĕn／l ǐen","アイヌ語：「猪足（県）」
＝「テュ・オ・テュ・エ・アク(tu-o-tu-e-ak)」＝「峰が・たくさんある・峰が・そこで・矢を射る（ところ）」
アイヌ語：「烏斯回」
＝「アク・シル・エ・エン・キル・エ・エン(ak-sir-e-en-kir-e-en)」＝「矢を射る・山が・そこで・突き出ている（ところ）・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「狶蹄（県）」＝「ハィ・テュ・エ・エン(hay-tu-e-en)」＝「カジキマグロの顎の（ように鋭く尖った）・峰が・そこで・突き出ている（ところ）」
アイヌ語：「麟蹄（県）」＝「リ・エン・テュ・エ・エン(ri-en-tu-e-en)」＝「高く・突き出ている・峰が・そこで・突き出ている（ところ）」","jomon2_bnum67.html"
"朔州","馳道県","江原特別自治道 麟蹄郡 瑞和面","馳道県","玉岐県（皆次丁）／玉岐県／皆次丁","瑞禾（瑞和）県／瑞禾（和）県","上古音：「玉」ŋ i̯uk／ŋ ǐwɔk／ŋ juk／ŋ jewk／ng juk
上古音：「岐」ɡʰ i̯ĕɡ／g ǐe／ɡʰ jeɡ／ɡ jieɣ／g jig
上古音：「皆」k ær／k ei／k ed／k rer／k rid
上古音：「次」tsʰ i̯ər／tsʰ ǐei／tsʰ jed／tsʰ jier／tsh jidh
上古音：「丁」t ĕŋ／t eŋ／t eŋ／t reŋ／t ring
随唐音：「馳」ȡʰ ie̯ ／ȡ ǐe／ȡʰ je／ɖ iɪ／ḍ jĕ／ȡʰ ǐɛ
随唐音：「道」dʰ ɑu／d ɑu／dʰ ɑu／d ɑu／d âu／dʰ ɑu
随唐音：「瑞」ʑ wie̯ ／ʑ ǐwe／ʑ jue／dʑ iu／ź jwĕ／ʑ ǐuɛ
随唐音：「禾」ɣ uɑ／ɣ uɑ／ɣ uɑ／ɣ uɑ／ɣ uâ／ɣ uɑ
随唐音：「和」ɣ uɑ／ɣ uɑ／ɣ uɑ／ɣ uɑ／ɣ uâ／ɣ uɑ","アイヌ語：「玉岐（県）」
＝「キル・エ・アク・キル・エ・アク(kir-e-ak-kir-e-ak)」＝「山脚が・そこで・矢を射る（ところ）・山脚が・そこで・矢を射る（ところ）」※たくさんの山脚が鋭く突き出たところ。
アイヌ語：「皆次丁」
＝「ク・エ・エン・テュ・エ・エン・テュ・エ・エン(ku-e-en-tu-e-en-tu-e-en)」＝「矢（先のような形）が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）・峰が・そこで・突き出ている（ところ）」※たくさん峰が突き出ているところ。
アイヌ語：「馳道（県）」＝「テュ・エ・テュ・アゥ(tu-e-tu-aw)」＝「峰の・頭・峰の・角、枝分かれ」
アイヌ語：「瑞禾（県）／瑞和（県）」＝「テュ・エ・キル・アゥ(tu-e-kir-aw)」＝「峰の・頭・山脚の・角、枝分かれ」","jomon2_bnum67.html"
"朔州","三嶺県","江原特別自治道 楊口郡 方山面","三嶺県","三峴県／三嶋県（or密波兮／密波骨）／三峴県／三嶋県／密波兮／密波骨","方山県","上古音：「三」s əm／s əm／s ə̂m／s əm／s əm
上古音：「峴」- -／ɣ ian／- -／- -／- -
上古音：「㠀」- -／t u／t ôɡ／t əw／t əgwx
上古音：「密」m i̯ĕt／m ǐět／m jĕt／m iet／m jĕt／m ǐet
上古音：「波」p wa／p uai／p uɑ／p wa／p ar
上古音：「兮」- -／ɣ ie／ɣ ieɡ／ɡ eɣ／g ig
上古音：「骨」k wət／k uət／k uə̂t／k wət／kw ət
随唐音：「三」s ɑm／s ɑm／s ɑm／s ɑm／s âm／s ɑm
随唐音：「嶺」- -／l ǐɛŋ／l jɛŋ／l iæŋ／l jäng／l ǐɛŋ
随唐音：「方」- -／b ǐwaŋ／bʰ juɑŋ／b iɑŋ／b jang／bvʰ ǐuɑŋ
随唐音：「山」ʂ ăn／ʃ æn／ʃ æn／ʂ æn／ṣ ăn／ʃ ɐn","アイヌ語：「三峴（県）」
＝「サム・キル・アン(sam-kir-an)」＝「隣の・山脚が・ある（ところ）」
アイヌ語：「三嶋（県）」
＝「サム・テュ・アク(sam-tu-ak)」＝「隣の・峰の・弟（のように小さいもの）or矢を射る（ところ）」
アイヌ語：「密波兮（県）」
＝「ムィ・アッ・プ・アゥ・キル・エ・エン(muy-at-pu-aw-kir-e-en)」＝「頭が・たくさんある・倉（の屋根ような三角山）の・角、枝分かれの・山脚が・そこで・突き出ている（ところ）」
アイヌ語：「密波骨（県）」
＝「ムィ・アッ・プ・アゥ・ク・アッ(muy-at-pu-aw-ku-at)」＝「頭が・たくさんある・倉（の屋根ような三角山）の・角、枝分かれの・矢（先のような形の峰）が・たくさんある（ところ）」
アイヌ語：「三嶺（県）」＝「サム・リ・エン(sam-ri-en)」＝「隣の・高く・突き出ている（ところ）」
アイヌ語：「方山（県）」＝「ピル・アゥ・ウン・シル・エ・エン(pir-aw-un-sir-e-en)」＝「傷の（ように切り刻まれた）・角、枝分かれ・にある・山が・そこで・突き出ている（ところ）」","jomon2_bnum67.html"
"朔州","狼川郡（現／江原特別自治道 華川郡 華川邑","","狼川郡","狌川郡","狼川郡","随唐音：「狌」ʃ ɐŋ／ʃ ɐŋ／ʂ aŋ／ṣ ɐng／ʃ aŋ
随唐音：「川」tɕʰ i̯wɛn／tɕʰ ǐwɛn／tɕʰ juæn／tɕʰ iuæn／tśh jwän／tɕʰ ǐuɛn
随唐音：「狼」l ɑŋ／l ɑŋ／l ɑŋ／l ɑn／l âng／l ɑŋ","アイヌ語：「狌川（郡）」＝「シル・アゥ・ウン・テュ・エ・エン(sir-aw-un-tu-e-en)」＝「山の・角、枝分かれ・にある・峰が・そこで・突き出ている（ところ）」
アイヌ語：「狼川（郡）」＝「ル・アゥ・ウン・テュ・エ・エン(ru-aw-un-tu-e-en)」＝「消えかかった・角、枝分かれ・にある・峰が・そこで・突き出ている（ところ）」","jomon2_bnum67.html"
